athlete_id,name,born_date,born_city,born_region,born_country,NOC,height_cm,weight_kg,died_date,height_inch
3955,Mossy Doyle,1903-05-16,Cork,Cork,IRL,Ireland,,,,nan
3956,Seán Doyle,1957-09-03,,,,Ireland,175.0,60.0,,68.775
3957,Willie Duggan,1925-12-04,Dublin,Dublin,IRL,Ireland,,,2014-04-04,nan
3958,Brendan Dunne,1955-07-03,,,,Ireland,160.0,47.0,,62.88
3959,Paddy Dwyer,1894-03-31,Thurles,Tipperary,IRL,Ireland,,,1948-08-09,nan
3960,Christy Elliott,1951-05-26,Dublin,Dublin,IRL,Ireland,172.0,71.0,2011-04-17,67.596
3961,Paul Fitzgerald,1963-01-07,,,,Ireland,173.0,56.0,,67.989
3962,Paddy Fitzsimons,1943-12-04,,,,Ireland,160.0,56.0,,62.88
3963,Matt Flanagan,1897-05-31,Kildare,Kildare,IRL,Ireland,,,1970-03-03,nan
3964,Larry Flood,1912-03-02,Kildare,Kildare,IRL,Ireland,179.0,,1999-01-22,70.34700000000001
3965,Peter Foran,1927-01-01,Ballyhaunis,Mayo,IRL,Ireland,,,,nan
3966,Freddie Gilroy,1936-03-07,Belfast,Northern Ireland,GBR,Ireland,,,2016-06-28,nan
3967,Paul Griffin,1971-06-03,Dublin,Dublin,IRL,Ireland,167.0,57.0,,65.631
3968,Gerry Hamill,1955-01-29,,,,Ireland,173.0,59.0,,67.989
3969,Gerry Hawkins,1961-01-17,,,,Ireland,164.0,51.0,,64.452
3970,Robert Hilliard,1904-04-07,,,,Ireland,,,1937-02-22,nan
3971,Paddy Hughes,1909-03-24,Dublin,Dublin,IRL,Ireland,170.0,,1994-09-02,66.81
3972,Kieran Joyce,1964-10-09,Cork,Cork,IRL,Ireland,180.0,70.0,,70.74000000000001
3973,Pa Kelleher,1901-11-12,Cork,Cork,IRL,Ireland,,,1972-12-23,nan
3974,Damaen Kelly,1973-04-03,Belfast,Northern Ireland,GBR,Ireland,165.0,51.0,,64.845
3975,George Kelly,1908-06-15,Dublin,Dublin,IRL,Ireland,,,1988-11-27,nan
3976,Paddy Kenny,1934-08-17,Cork,Cork,IRL,Ireland,161.0,54.0,,63.273
3977,John Kidley,1898-02-13,Monmouth,Wales,GBR,Ireland,,,1985-01-01,nan
3978,Davy Larmour,1952-04-02,Belfast,Northern Ireland,GBR,Ireland,161.0,51.0,,63.273
3979,Joe Lawlor,1966-10-05,,,,Ireland,167.0,50.0,,65.631
3980,Paddy Lenehan,1898-01-01,Dublin,Dublin,IRL,Ireland,,,1981-06-26,nan
3981,Willie Lenihan,1921-05-17,Dublin,Dublin,IRL,Ireland,,,2009-05-27,nan
3982,John Lowey,1966-08-06,Dundonald,Northern Ireland,GBR,Ireland,170.0,53.0,,66.81
3983,John Lyttle,1931-01-20,Belfast,Northern Ireland,GBR,Ireland,180.0,84.0,1997-11-15,70.74000000000001
3984,Brian Magee,1975-06-09,Lisburn,Northern Ireland,GBR,Ireland,183.0,,,71.919
3985,Kevin Martin,1925-12-25,Dublin,Dublin,IRL,Ireland,,,1983-11-23,nan
3986,Kevin McBride,1973-05-10,Clones,Monaghan,IRL,Ireland,198.0,100.0,,77.81400000000001
3987,Sean McCafferty,1944-12-17,,,,Ireland,165.0,50.0,,64.845
3988,Brendan McCarthy,1947-04-05,Dublin,Dublin,IRL,Ireland,168.0,51.0,,66.024
3989,Jim McCourt,1944-01-24,Belfast,Northern Ireland,GBR,Ireland,170.0,64.0,2023-06-19,66.81
3990,Colm McCoy,1936-12-02,Dublin,Dublin,IRL,Ireland,182.0,81.0,2010-07-22,71.526
3991,Maxie McCullagh,1922-06-21,,,,Ireland,,,2001-03-30,nan
3992,Wayne McCullough,1970-07-07,Belfast,Northern Ireland,GBR,Ireland,162.0,48.0,,63.666000000000004
3993,Eamonn McCusker,1945-08-20,Banbridge,Northern Ireland,GBR,Ireland,173.0,71.0,,67.989
3994,Myles McDonagh,1904-04-10,Belfast,Northern Ireland,GBR,Ireland,,,1975-03-18,nan
3995,Barry McGuigan,1961-02-28,Clones,Monaghan,IRL,Ireland,167.0,57.0,,65.631
3996,Eamonn McKeon,1934-07-07,Dublin,Dublin,IRL,Ireland,175.0,75.0,2017-08-16,68.775
3997,Mick McKeon,,,,,Ireland,,,1987-07-15,nan
3998,Neil McLaughlin,1948-05-10,Londonderry,Northern Ireland,GBR,Ireland,164.0,51.0,2013-12-23,64.452
3999,Adam McLean,1940-07-07,Belfast,Northern Ireland,GBR,Ireland,157.0,51.0,,61.701
4000,Christy McLoughlin,1954-11-02,,,,Ireland,182.0,66.0,,71.526
4001,John McNally,1932-11-03,Belfast,Northern Ireland,GBR,Ireland,175.0,54.0,2022-04-04,68.775
4002,Bernie Meli,1940-07-22,Belfast,Northern Ireland,GBR,Ireland,167.0,63.0,,65.631
4003,Terry Milligan,1930-03-07,Belfast,Northern Ireland,GBR,Ireland,,,2002-06-20,nan
4004,Jim Montague,1950-06-11,,,,Ireland,176.0,64.0,,69.168
4005,Boy Murphy,1903-09-04,Murree,Punjab,PAK,Ireland,178.0,,1979-11-25,69.95400000000001
4006,Charlie Nash,1951-05-10,Londonderry,Northern Ireland,GBR,Ireland,172.0,59.0,,67.596
4007,Danny O'Brien,1939-07-10,Kilburn,England,GBR,Ireland,165.0,60.0,2001-07-10,64.845
4008,Gerry Ó Colmáin,1924-01-01,,,,Ireland,,,2008-11-03,nan
4009,Cathal O'Grady,1977-03-06,Adamstow,Kildare,IRL,Ireland,183.0,91.0,,71.919
4010,Hugh O'Hagan,1920-01-01,Dublin,Dublin,IRL,Ireland,,,1984-04-10,nan
4011,Willie O'Shea,1906-08-06,Tullamore,Offaly,IRL,Ireland,,,1997-03-11,nan
4012,Harry Perry,1934-12-02,Dublin,Dublin,IRL,Ireland,167.0,67.0,2021-01-22,65.631
4013,Marty Quinn,1949-11-30,Newry,Northern Ireland,GBR,Ireland,173.0,60.0,,67.989
4014,Chris Rafter,1935-02-24,Dublin,Dublin,IRL,Ireland,163.0,53.0,2010-02-14,64.059
4015,Ando Reddy,1933-01-18,Dublin,Dublin,IRL,Ireland,155.0,58.0,2022-03-06,60.915
4016,Tommy Reddy,1929-07-23,,,,Ireland,,,1992-05-27,nan
4017,Mick Reid,1938-07-03,Dublin,Dublin,IRL,Ireland,176.0,71.0,,69.168
4018,John Rodgers,1947-03-19,,,,Ireland,172.0,67.0,,67.596
4019,Hugh Russell,1959-12-15,Belfast,Northern Ireland,GBR,Ireland,163.0,48.0,2023-10-13,64.059
4020,Pa Sharkey,1931-01-01,,,,Ireland,,,2016-10-31,nan
4021,Ernie Smith,1912-01-01,Dublin,Dublin,IRL,Ireland,173.0,,1962-01-30,67.989
4022,Martin Smyth,1936-11-12,Belfast,Northern Ireland,GBR,Ireland,,,2012-11-25,nan
4023,Sam Storey,1963-08-09,Belfast,Northern Ireland,GBR,Ireland,180.0,71.0,,70.74000000000001
4024,Phil Sutcliffe,1959-11-10,,,,Ireland,165.0,54.0,,64.845
4025,Fred Tiedt,1935-10-16,Dublin,Dublin,IRL,Ireland,,,1999-06-15,nan
4026,Eddie Treacy,1943-06-05,Dublin,Dublin,IRL,Ireland,170.0,57.0,,66.81
4027,Frank Traynor,1904-06-02,Dublin,Dublin,IRL,Ireland,,,1991-02-23,nan
4028,Billy Walsh,1963-07-03,Manchester,England,GBR,Ireland,175.0,65.0,,68.775
4029,Taha Abdul Karim,1939-12-11,Baghdad,Baghdad,IRQ,Iraq,156.0,59.0,,61.308
4030,Ahmed Aboud,1970-04-01,,,,Iraq,170.0,51.0,,66.81
4031,Sadoon Mohamed Aboub,1967-07-02,,,,Iraq,170.0,48.0,,66.81
4032,Khalid Al-Karkhi,1940-08-15,Baghdad,Baghdad,IRQ,Iraq,165.0,63.0,,64.845
4033,Youssef Anwer,1936-08-25,,,,Iraq,170.0,55.0,,66.81
4034,Salah Jassim Beden,1956-07-03,,,,Iraq,170.0,71.0,,66.81
4035,Farouk Chanchoun,1955-06-30,,,,Iraq,170.0,64.0,2017-04-09,66.81
4036,Furas Hashim,1971-01-12,,,,Iraq,175.0,71.0,,68.775
4037,Amir Hussain,1961-04-11,,,,Iraq,170.0,52.0,,66.81
4038,Samir Khenyab,,,,,Iraq,,,,nan
4039,Sadie Jaffar Mohammed,1957-08-19,,,,Iraq,165.0,67.0,,64.845
4040,Farid Salman Makhdi,1957-03-11,,,,Iraq,155.0,48.0,,60.915
4041,Moustafa Mohammed Saleh,1963-09-03,,,,Iraq,170.0,54.0,,66.81
4042,Ismail Salman,1957-06-13,,,,Iraq,160.0,81.0,,62.88
4043,Abbas Zeghayer,,,,,Iraq,,,,nan
4044,Ali Abdul Zhawa Jawad,1956-07-07,,,,Iraq,160.0,57.0,,62.88
4045,Yehuda Ben Haim,1955-09-29,,,,Israel,165.0,48.0,2012-03-05,64.845
4046,Aharon Jacobashvili,1964-09-18,,,,Israel,181.0,75.0,,71.13300000000001
4047,Vacislav Neiman,1966-06-23,,,,Israel,167.0,51.0,,65.631
4048,Shlomo Niazov,1962-05-12,Tel Aviv,Tel Aviv,ISR,Israel,172.0,60.0,,67.596
4049,Ya'acov Shmuel,1968-08-07,,,,Israel,170.0,57.0,,66.81
4050,Gilberto Brown,1973-12-02,,,,United States Virgin Islands,188.0,75.0,,73.884
4051,Clifton Charleswell,1961-05-26,,,,United States Virgin Islands,175.0,63.0,,68.775
4052,Jacobo Garcia,1972-10-20,,,,United States Virgin Islands,170.0,64.0,,66.81
4053,Marcelino Garcia,1952-01-21,,,,United States Virgin Islands,178.0,67.0,,69.95400000000001
4054,Earl Liburd,1954-03-24,,,,United States Virgin Islands,180.0,71.0,,70.74000000000001
4055,William Peets,1952-08-23,,,,United States Virgin Islands,180.0,70.0,,70.74000000000001
4056,Gaspare Alessandri,1908-03-17,Roma,Roma,ITA,Italy,170.0,,1997-06-13,66.81
4057,Giambattista Alfonsetti,1929-10-09,,,,Italy,176.0,80.0,2004-07-21,69.168
4058,Bruno Arcari,1942-01-01,Atina,Frosinone,ITA,Italy,160.0,60.0,,62.88
4059,Fernando Atzori,1942-06-01,Ales,Oristano,ITA,Italy,158.0,51.0,2020-11-09,62.094
4060,Pietro Aurino,1976-11-16,Torre Annunziata,Napoli,ITA,Italy,180.0,81.0,,70.74000000000001
4061,Uber Bacilieri,1923-07-26,,,,Italy,,,2007-01-28,nan
4062,Giorgio Bambini,1945-02-24,Vezzano Ligure,La Spezia,ITA,Italy,192.0,81.0,2015-11-13,75.456
4063,Spartaco Bandinelli,1921-03-27,Velletri,Roma,ITA,Italy,,,1997-02-17,nan
4064,Mariano Barbaresi,1895-06-07,Roma,Roma,ITA,Italy,,,1928-10-14,nan
4065,Aldo Bentini,1948-11-23,Cisterna di Latina,Latina,ITA,Italy,172.0,71.0,,67.596
4066,Nino Benvenuti,1938-04-26,Izola,Izola,SLO,Italy,178.0,67.0,,69.95400000000001
4067,Ernesto Bergamasco,1950-02-17,Torre Annunziata,Napoli,ITA,Italy,168.0,64.0,,66.024
4068,Domenico Bernasconi,1902-11-17,Laglio,Como,ITA,Italy,,,1978-01-31,nan
4069,Riccardo Bertazzolo,1903-07-04,Venezia,Venezia,ITA,Italy,183.0,,1975-03-05,71.919
4070,Silvano Bertini,1940-03-27,Lastra a Signa,Firenze,ITA,Italy,170.0,67.0,2021-06-27,66.81
4071,Mario Bianchini,1911-05-14,Roma,Roma,ITA,Italy,170.0,,1957-06-01,66.81
4072,Aureliano Bolognesi,1930-11-15,Genova (Genoa),Genova,ITA,Italy,,,2018-03-30,nan
4073,Erminio Bolzan,1914-03-11,Conegliano,Treviso,ITA,Italy,180.0,79.0,1993-01-26,70.74000000000001
4074,Emilio Bonfigli,1902-08-23,Ancona,Ancona,ITA,Italy,,,1987-08-19,nan
4075,Carmelo Bossi,1939-10-15,Milano,Milano,ITA,Italy,171.0,71.0,2014-03-23,67.203
4076,Mino Bozzano,1933-04-12,Sestri Levante,Genova,ITA,Italy,185.0,,2008-11-21,72.705
4077,Piero Brandi,1939-01-22,,,,Italy,174.0,63.0,2004-11-23,68.382
4078,Luciano Bruno,1963-05-23,Foggia,Foggia,ITA,Italy,175.0,67.0,,68.775
4079,Massimo Bruschini,1942-08-30,Nettuno,Roma,ITA,Italy,178.0,71.0,1975-12-28,69.95400000000001
4080,Salvatore Burruni,1933-04-11,Alghero,Sassari,ITA,Italy,,,2004-03-30,nan
4081,Giorgio Campanella,1970-02-20,Crotone,Crotone,ITA,Italy,168.0,60.0,,66.024
4082,Giovanni Camputaro,1955-04-06,Gioia Sannitica,Caserta,ITA,Italy,158.0,51.0,,62.094
4083,Romano Caneva,1904-12-11,Milano,Milano,ITA,Italy,,,1980-08-08,nan
4084,Sergio Caprari,1932-07-11,Civita Castellana,Viterbo,ITA,Italy,,,2015-10-12,nan
4085,Giambattista Capretti,1946-09-25,Rovato,Brescia,ITA,Italy,167.0,60.0,2016-09-26,65.631
4086,Romolo Casamonica,1962-12-23,Roma,Roma,ITA,Italy,178.0,71.0,,69.95400000000001
4087,Mario Casati,1944-09-03,Carate Brianza,Monza e Brianza,ITA,Italy,179.0,75.0,,70.34700000000001
4088,Rinaldo Castellenghi,1906-02-27,Milano,Milano,ITA,Italy,,,1952-01-01,nan
4089,Roberto Castelli,1969-03-03,Treviglio,Bergamo,ITA,Italy,188.0,80.0,,73.884
4090,Antonio Castellini,1951-04-14,Palermo,Palermo,ITA,Italy,172.0,71.0,1976-08-26,67.596
4091,Luigi Castiglione,1967-04-08,San Severo,Foggia,ITA,Italy,163.0,48.0,,64.059
4092,Carlo Cavagnoli,1907-02-21,Milano,Milano,ITA,Italy,,,1990-07-20,nan
4093,Domenico Ceccarelli,1905-08-18,Roma,Roma,ITA,Italy,175.0,79.0,1985-01-01,68.775
4094,Giuseppe Colacicco,1904-04-04,Edinburgh,Scotland,GBR,Italy,,,1984-08-28,nan
4095,Agostino Cossia,1930-12-21,Napoli,Napoli,ITA,Italy,,,2016-09-14,nan
4096,Elio Cotena,1945-08-30,Napoli,Napoli,ITA,Italy,165.0,57.0,,64.845
4097,Noè Cruciani,1963-01-26,Foligno,Perugia,ITA,Italy,181.0,75.0,1996-05-20,71.13300000000001
4098,Gaetano Curcetti,1947-06-29,Foggia,Foggia,ITA,Italy,151.0,48.0,,59.343
4099,Paolo Curcetti,1936-07-08,Foggia,Foggia,ITA,Italy,156.0,51.0,2020-04-16,61.308
4100,Pietro Dell'Oro,1895-09-05,Milano,Milano,ITA,Italy,,,1952-11-24,nan
4101,Vincenzo Dall'Osso,1929-02-22,Imola,Bologna,ITA,Italy,,,2015-09-06,nan
4102,Francesco Damiani,1958-10-04,Bagnacavallo,Ravenna,ITA,Italy,192.0,98.0,,75.456
4103,Fabrizio De Chiara,1971-11-14,Cologno Monzese,Milano,ITA,Italy,178.0,70.0,1996-11-17,69.95400000000001
4104,Secondo De Marchi,1911-07-30,Marostica,Vicenza,ITA,Italy,,,1996-04-18,nan
4105,Franco De Piccoli,1937-11-29,Venezia,Venezia,ITA,Italy,186.0,96.0,,73.098
4106,Dario Della Valle,1899-03-31,Roccasecca,Frosinone,ITA,Italy,,,1944-01-01,nan
4107,Giacomo Di Segni,1919-11-30,Roma,Roma,ITA,Italy,,,1986-03-07,nan
4108,Alessandro D'Ottavio,1927-08-26,Roma,Roma,ITA,Italy,,,1987-12-31,nan
4109,Luciano Fabbroni,1911-12-13,Grosseto,Grosseto,ITA,Italy,167.0,,2000-08-24,65.631
4110,Marino Facchin,1913-02-20,Bagnolo di Po,Rovigo,ITA,Italy,,,1979-05-29,nan
4111,Walter Facchinetti,1947-03-29,Arcisate,Varese,ITA,Italy,180.0,81.0,,70.74000000000001
4112,Giuseppe Farfanelli,1915-02-13,Perugia,Perugia,ITA,Italy,,,1992-01-08,nan
4113,Ermanno Fasoli,1943-11-09,Lecco,Lecco,ITA,Italy,167.0,64.0,,65.631
4114,Ivano Fontana,1926-11-25,Lucca,Lucca,ITA,Italy,,,1993-12-24,nan
4115,Ernesto Formenti,1927-08-02,Cesano Maderno,Monza e Brianza,ITA,Italy,,,1989-10-05,nan
4116,Livio Franceschini,1905-11-27,Roma,Roma,ITA,Italy,,,,nan
4117,Edoardo Garzena,1900-05-04,Torre Pellice,Torino,ITA,Italy,,,1982-07-11,nan
4118,Luigi Gaudiano,1965-07-03,Pagani,Salerno,ITA,Italy,186.0,91.0,,73.098
4119,Cristian Giantomassi,1973-04-22,Badia Polesine,Rovigo,ITA,Italy,178.0,60.0,,69.95400000000001
4120,Giovanni Girgenti,1942-12-18,Marsala,Trapani,ITA,Italy,165.0,57.0,2018-01-09,64.845
4121,Leo Giunchi,1896-01-17,Roma,Roma,ITA,Italy,,,1967-03-18,nan
4122,Filippo Grasso,1947-11-15,Centuripe,Enna,ITA,Italy,159.0,51.0,,62.487
4123,Benedetto Gravina,1956-09-05,Bari,Bari,ITA,Italy,176.0,72.0,,69.168
4124,Amedeo Grillo,1901-06-05,La Spezia,La Spezia,ITA,Italy,,,1979-07-13,nan
4125,Gaetano Lanzi,1905-02-05,Roma,Roma,ITA,Italy,,,1980-01-01,nan
4126,Damiano Lassandro,1947-12-18,Bari,Bari,ITA,Italy,173.0,67.0,,67.989
4127,Orlando Leopardi,1902-01-11,Roma,Roma,ITA,Italy,,,1972-08-01,nan
4128,Aldo Longinotti,1909-12-27,Bettola,Piacenza,ITA,Italy,170.0,,1986-08-30,66.81
4129,Sandro Lopopolo,1939-12-18,Milano,Milano,ITA,Italy,170.0,60.0,2014-04-26,66.81
4130,Andrea Magi,1966-07-14,Pesaro,Pesaro e Urbino,ITA,Italy,181.0,81.0,,71.13300000000001
4131,Andrea Mannai,1963-05-02,,,,Italy,165.0,51.0,,64.845
4132,Fernando Marfurt,1904-05-16,Roma,Roma,ITA,Italy,,,1957-12-17,nan
4133,Michele Mastrodonato,1965-05-16,San Severo,Foggia,ITA,Italy,171.0,71.0,,67.203
4134,Gavino Matta,1910-06-09,Sassari,Sassari,ITA,Italy,,,1954-01-20,nan
4135,Guido Mazzinghi,1932-05-14,Pontedera,Pisa,ITA,Italy,,,1996-10-06,nan
4136,Vito Melis,1909-05-10,Cagliari,Cagliari,ITA,Italy,165.0,,1976-10-23,64.845
4137,Mario Minatelli,1925-06-29,Trieste,Trieste,ITA,Italy,,,1990-01-11,nan
4138,Luigi Minchillo,1955-03-17,San Paolo di Civitate,Foggia,ITA,Italy,174.0,67.0,2023-09-24,68.382
4139,Carmine Molaro,1975-02-20,Napoli,Napoli,ITA,Italy,167.0,51.0,,65.631
4140,Fausto Montefiori,1906-03-16,Roma,Roma,ITA,Italy,,,,nan
4141,Pasqualino Morbidelli,1948-11-01,Allumiere,Roma,ITA,Italy,164.0,57.0,2020-03-21,64.452
4142,Peppino Mura,1943-11-06,Padria,Sassari,ITA,Italy,163.0,54.0,,64.059
4143,Angelo Musone,1963-03-01,Marcianise,Caserta,ITA,Italy,183.0,91.0,,71.919
4144,Francesco Musso,1937-08-22,Port-Saint-Louis-du-Rhône,Bouches-du-Rhône,FRA,Italy,168.0,57.0,,66.024
4145,Luigi Napoleoni,1937-05-03,Roma,Roma,ITA,Italy,180.0,75.0,2021-09-10,70.74000000000001
4146,Vincenzo Nardiello,1966-06-11,Stuttgart,Baden-Württemberg,GER,Italy,175.0,70.0,,68.775
4147,Franco Nenci,1935-01-27,Livorno,Livorno,ITA,Italy,,,2020-05-15,nan
4148,Giuseppe Oldani,1904-07-15,Milano,Milano,ITA,Italy,,,,nan
4149,Patrizio Oliva,1959-01-28,Napoli,Napoli,ITA,Italy,176.0,64.0,,69.168
4150,Bernardo Onori,1946-10-06,Anzio,Roma,ITA,Italy,164.0,57.0,,64.452
4151,Carlo Orlandi,1910-04-23,Milano,Milano,ITA,Italy,,,1983-07-29,nan
4152,Ottavio Panunzi,1933-02-15,Roma,Roma,ITA,Italy,,,2015-03-04,nan
4153,Giovanni Parisi,1967-12-02,Vibo Valentia,Vibo Valentia,ITA,Italy,168.0,57.0,2009-03-25,66.024
4154,Antonio Perugino,1973-09-30,San Prisco,Caserta,ITA,Italy,175.0,71.0,,68.775
4155,Bruno Petracca,1906-12-24,Roma,Roma,ITA,Italy,,,1977-07-03,nan
4156,Enzo Petriglia,1946-09-23,Velletri,Roma,ITA,Italy,166.0,60.0,,65.238
4157,Fernando De Petrillo,1904-07-31,Roma,Roma,ITA,Italy,,,1979-10-20,nan
4158,Michele Piccirillo,1970-01-29,Bari,Bari,ITA,Italy,174.0,64.0,,68.382
4159,Cosimo Pinto,1943-03-14,Novara,Novara,ITA,Italy,178.0,81.0,,69.95400000000001
4160,Pierangelo Pira,1954-01-04,Rimini,Rimini,ITA,Italy,173.0,67.0,,67.989
4161,Gaetano Pirastu,1955-07-22,Oristano,Oristano,ITA,Italy,177.0,60.0,,69.561
4162,Umberto Pittori,1913-05-04,Trieste,Trieste,ITA,Italy,,,1964-10-13,nan
4163,Aristide Pozzali,1931-10-12,Cremona,Cremona,ITA,Italy,,,1979-01-16,nan
4164,Armando Ricciardi,1905-04-01,,,,Italy,,,,nan
4165,Giulio Rinaldi,1935-02-13,Anzio,Roma,ITA,Italy,,,2011-07-16,nan
4166,Edelweiss Rodriguez,1911-07-20,Rimini,Rimini,ITA,Italy,153.0,,1962-02-22,60.129000000000005
4167,Giuseppe Ros,1942-09-22,Mareno di Piave,Treviso,ITA,Italy,180.0,81.0,2022-02-17,70.74000000000001
4168,Gino Rossi,1908-05-29,Piacenza,Piacenza,ITA,Italy,170.0,,1987-09-09,66.81
4169,Luigi Rovati,1904-11-24,Cinisello Balsamo,Milano,ITA,Italy,170.0,,1989-01-28,66.81
4170,Tommaso Russo,1971-08-31,Marcianise,Caserta,ITA,Italy,,,,nan
4171,Carlo Russolillo,1957-03-17,Genova (Genoa),Genova,ITA,Italy,169.0,62.0,,66.417
4172,Carlo Saraudi,1899-02-04,Civitavecchia,Roma,ITA,Italy,,,1973-11-22,nan
4173,Giulio Saraudi,1938-07-03,Civitavecchia,Roma,ITA,Italy,183.0,81.0,2005-04-20,71.919
4174,Marco Scano,1945-04-25,Cagliari,Cagliari,ITA,Italy,172.0,67.0,,67.596
4175,Franco Scisciani,1934-01-08,Civitavecchia,Roma,ITA,Italy,,,2018-03-09,nan
4176,Carlo Scotti,1904-05-14,Treviglio,Bergamo,ITA,Italy,,,1961-08-01,nan
4177,Valter Sentimenti,1923-03-19,Imola,Bologna,ITA,Italy,,,1987-04-01,nan
4178,Ulderico Sergo,1913-07-04,Rijeka,Primorsko-goranska županija,CRO,Italy,,,1967-02-20,nan
4179,Mario Sitri,1936-01-29,Livorno,Livorno,ITA,Italy,,,2011-08-03,nan
4180,Guglielmo Spinello,1951-11-21,Piove di Sacco,Padova,ITA,Italy,181.0,81.0,,71.13300000000001
4181,Maurizio Stecca,1963-03-09,Santarcangelo di Romagna,Rimini,ITA,Italy,165.0,54.0,,64.845
4182,Vittorio Tamagnini,1910-02-10,Civitavecchia,Roma,ITA,Italy,,,1981-01-20,nan
4183,Salvatore Todisco,1961-08-30,Napoli,Napoli,ITA,Italy,161.0,48.0,1990-11-25,63.273
4184,Piero Toscani,1904-07-28,Milano,Milano,ITA,Italy,,,1940-05-23,nan
4185,Benito Totti,1914-05-10,Medicina,Bologna,ITA,Italy,,,1989-02-15,nan
4186,Franco Udella,1947-02-25,Cagliari,Cagliari,ITA,Italy,153.0,51.0,,60.129000000000005
4187,Franco Valle,1940-02-15,Genova (Genoa),Genova,ITA,Italy,177.0,75.0,2003-04-10,69.561
4188,Franco Vescovi,1930-01-28,Colonna,Roma,ITA,Italy,,,2006-02-19,nan
4189,Paolo Vidoz,1970-08-21,Gorizia,Gorizia,ITA,Italy,190.0,94.0,,74.67
4190,Bruno Visintin,1932-11-23,La Spezia,La Spezia,ITA,Italy,,,2015-01-11,nan
4191,Primo Zamparini,1939-02-10,Fabriano,Ancona,ITA,Italy,158.0,54.0,,62.094
4192,Daniele Zappaterra,1955-09-19,,,,Italy,169.0,64.0,,66.417
4193,Gianni Zuddas,1928-03-01,Cagliari,Cagliari,ITA,Italy,,,1996-10-26,nan
4194,Franco Zurlo,1940-10-04,Brindisi,Brindisi,ITA,Italy,162.0,54.0,2018-06-17,63.666000000000004
4195,Trevor Berbick,1954-08-01,,,,Jamaica,187.0,93.0,2006-10-28,73.491
4196,Sean Black,1970-11-13,,,,Jamaica,,,,nan
4197,Kenneth Campbell,1949-08-19,,,,Jamaica,157.0,57.0,,61.701
4198,Delroy Leslie,1970-02-27,,,,Jamaica,168.0,60.0,,66.024
4199,Terry Dixon,1966-07-29,London,England,GBR,Jamaica,178.0,81.0,,69.95400000000001
4200,Rowan Donaldson,1970-09-06,,,,Jamaica,173.0,75.0,,67.989
4201,Ray Edwards,1927-02-17,Kingston,Kingston,JAM,Jamaica,188.0,87.0,1991-01-01,73.884
4202,Johnny Elliott,1931-06-08,Kingston,Kingston,JAM,Jamaica,170.0,70.0,2015-03-30,66.81
4203,Dwight Frazer,1967-12-22,,,,Jamaica,177.0,65.0,,69.561
4204,Tyson Gray,1964-04-14,,,,Jamaica,165.0,57.0,,64.845
4205,Richard Hamilton,1967-01-09,,,,Jamaica,175.0,67.0,,68.775
4206,St. Aubyn Hines,1972-03-21,,,,Jamaica,165.0,48.0,,64.845
4207,Ronald Holmes,1934-11-22,,,,Jamaica,178.0,80.0,,69.95400000000001
4208,Mark Kennedy,1967-06-13,,,,Jamaica,173.0,60.0,,67.989
4209,Mike McCallum,1956-12-07,Kingston,Kingston,JAM,Jamaica,182.0,67.0,,71.526
4210,Clarence Robinson,1949-09-23,,,,Jamaica,168.0,56.0,,66.024
4211,Anthony Rose,1965-04-27,,,,Jamaica,175.0,63.0,,68.775
4212,Gary Smikle,1966-04-26,,,,Jamaica,171.0,71.0,,67.203
4213,Alex Stewart,1964-06-28,London,England,GBR,Jamaica,188.0,90.0,2016-11-16,73.884
4214,Errol West,1947-11-16,Kingston,Kingston,JAM,Jamaica,,,,nan
4215,Oliver Wright,1947-06-12,Mandeville,Manchester,JAM,Jamaica,183.0,80.0,2018-12-28,71.919
4216,Omar Dabaj,1969-01-13,,,,Jordan,,,,nan
4217,Abidnasir Shabab,1965-09-27,,,,Jordan,,,,nan
4218,Yoshimitsu Aragaki,1950-08-14,,,,Japan,155.0,48.0,2002-03-15,60.915
4219,Shigeyuki Dobashi,1970-11-19,,,,Japan,173.0,60.0,,67.989
4220,Katsuo Haga,1938-12-04,Sendai,Miyagi,JPN,Japan,163.0,54.0,2000-11-24,64.059
4221,Kichijiro Hamada,1942-10-25,Matsuyama,Ehime,JPN,Japan,178.0,67.0,2013-09-22,69.95400000000001
4222,Shunpei Hashioka,1911-07-07,Osaka,Osaka,JPN,Japan,,,1978-08-07,nan
4223,Satoru Higashi,1963-07-18,Tokyo,Tokyo,JPN,Japan,171.0,63.0,,67.203
4224,Aikoku Hirabayashi,1909-03-24,Tokyo,Tokyo,JPN,Japan,,,,nan
4225,Akinobu Hiranaka,1963-11-14,Yaese,Okinawa,JPN,Japan,170.0,65.0,,66.81
4226,Hitoshi Ishigaki,1953-09-25,Yamagata,Yamagata,JPN,Japan,167.0,54.0,,65.631
4227,Toshihito Ishimaru,1931-04-04,,,,Japan,,,2000-03-11,nan
4228,Yasuyuki Ito,1938-08-27,Tokyo,Tokyo,JPN,Japan,166.0,59.0,,65.238
4229,Katsuo Kameoka,1905-03-23,Koori,Fukushima,JPN,Japan,,,1945-11-14,nan
4230,Masashi Kawakami,1972-02-23,,,,Japan,178.0,67.0,,69.95400000000001
4231,Hwang Eul-Su,,Cheolweon,Gangwon,KOR,Japan,,,,nan
4232,Kazuo Kobayashi,1949-10-10,Misato,Kumamoto,JPN,Japan,164.0,63.0,2020-11-17,64.452
